epoch step loss
1 1 1.6059772968292236
1 2 1.6644573211669922
1 3 1.6400249004364014
1 4 1.6124484539031982
1 5 1.6090728044509888
1 6 1.5887612104415894
1 7 1.6450018882751465
1 8 1.646052360534668
1 9 1.6169017553329468
1 10 1.5963960886001587
1 11 1.6180706024169922
1 12 1.622773289680481
1 13 1.6002506017684937
1 14 1.631443977355957
1 15 1.601132869720459
1 16 1.6078412532806396
1 17 1.6773720979690552
1 18 1.6769038438796997
1 19 1.5693333148956299
1 20 1.5939549207687378
1 21 1.5728751420974731
1 22 1.5766054391860962
1 23 1.6483184099197388
1 24 1.7110216617584229
1 25 1.6413965225219727
1 26 1.6035622358322144
1 27 1.5958329439163208
1 28 1.5812712907791138
1 29 1.6197946071624756
1 30 1.5784556865692139
1 31 1.57454514503479
1 32 1.5650708675384521
1 33 1.559180498123169
1 34 1.5693303346633911
1 35 1.4991708993911743
1 36 1.573196530342102
1 37 1.471339464187622
1 38 1.5544259548187256
1 39 1.5380710363388062
1 40 1.521867275238037
1 41 1.4461385011672974
1 42 1.5026103258132935
1 43 1.5362458229064941
1 44 1.5403693914413452
1 45 1.5906158685684204
1 46 1.529213547706604
1 47 1.5739787817001343
1 48 1.6057252883911133
1 49 1.5286145210266113
1 50 1.529991626739502
1 51 1.443901538848877
1 52 1.5840647220611572
1 53 1.4796042442321777
1 54 1.5412992238998413
1 55 1.593145489692688
1 56 1.4687951803207397
1 57 1.4155547618865967
1 58 1.391259789466858
1 59 1.5466657876968384
1 60 1.4567195177078247
1 61 1.555420160293579
1 62 1.4030286073684692
1 63 1.5001132488250732
1 64 1.4702129364013672
1 65 1.4469529390335083
1 66 1.443155288696289
1 67 1.4368128776550293
1 68 1.3534022569656372
1 69 1.428655982017517
1 70 1.540189504623413
1 71 1.4271941184997559
1 72 1.4752862453460693
1 73 1.389664649963379
1 74 1.4544486999511719
1 75 1.389552116394043
1 76 1.393703579902649
1 77 1.3304511308670044
1 78 1.3886890411376953
1 79 1.4106802940368652
1 80 1.4268652200698853
1 81 1.3335402011871338
1 82 1.4570152759552002
1 83 1.3530385494232178
1 84 1.2159843444824219
1 85 1.3318049907684326
1 86 1.5348012447357178
1 87 1.3626646995544434
1 88 1.3450099229812622
1 89 1.4278173446655273
1 90 1.4538010358810425
1 91 1.2634389400482178
1 92 1.4081143140792847
1 93 1.4201381206512451
1 94 1.2615121603012085
1 95 1.3261016607284546
1 96 1.3508683443069458
1 97 1.3314040899276733
1 98 1.2329128980636597
1 99 1.3921018838882446
1 100 1.2398203611373901
1 101 1.2884042263031006
1 102 1.4433181285858154
1 103 1.3854039907455444
1 104 1.4680851697921753
1 105 1.2398695945739746
1 106 1.3252595663070679
1 107 1.3363559246063232
1 108 1.3161635398864746
1 109 1.3521711826324463
1 110 1.3416311740875244
1 111 1.27204167842865
1 112 1.3581823110580444
1 113 1.2929779291152954
1 114 1.22799551486969
1 115 1.3495041131973267
1 116 1.1761146783828735
1 117 1.258819341659546
1 118 1.3992362022399902
1 119 1.324583888053894
1 120 1.1030526161193848
1 121 1.3501577377319336
1 122 1.1796960830688477
1 123 1.3579764366149902
1 124 1.138171911239624
1 125 1.1215440034866333
1 126 1.1558748483657837
1 127 1.3466591835021973
1 128 1.235278844833374
1 129 1.2094601392745972
1 130 1.234181523323059
1 131 1.1844319105148315
1 132 1.1659903526306152
1 133 1.319200038909912
1 134 1.1406614780426025
1 135 1.16542649269104
1 136 1.2914741039276123
1 137 1.0655221939086914
1 138 1.1096346378326416
1 139 1.1266487836837769
1 140 1.277117133140564
1 141 1.1170443296432495
1 142 1.0940965414047241
1 143 1.0753235816955566
1 144 1.264756679534912
1 145 1.2854944467544556
1 146 1.0875227451324463
1 147 1.264196515083313
1 148 1.025169849395752
1 149 0.9972094893455505
1 150 1.2210009098052979
1 151 1.142287015914917
1 152 1.1873215436935425
1 153 1.158510446548462
1 154 1.1810545921325684
1 155 1.0692111253738403
1 156 1.0500657558441162
1 157 1.1993303298950195
1 158 1.2362780570983887
1 159 1.1514049768447876
1 160 1.2311804294586182
1 161 1.306508183479309
1 162 1.146933674812317
1 163 1.230963110923767
1 164 1.0977369546890259
1 165 1.0937286615371704
1 166 1.1020342111587524
1 167 1.1207654476165771
1 168 0.9966875910758972
1 169 1.1041895151138306
1 170 1.0505855083465576
1 171 1.1509984731674194
1 172 1.065667748451233
1 173 1.1610556840896606
1 174 1.0877206325531006
1 175 1.0648001432418823
1 176 1.0469207763671875
1 177 1.0092008113861084
1 178 1.0998257398605347
1 179 1.1065828800201416
1 180 1.2371820211410522
1 181 1.2016384601593018
1 182 1.210263967514038
1 183 0.9544765949249268
1 184 1.1865885257720947
1 185 1.0679986476898193
1 186 1.152992844581604
1 187 1.1802003383636475
1 188 1.1145825386047363
1 189 1.0650851726531982
1 190 1.136867880821228
1 191 1.1003021001815796
1 192 1.0651153326034546
1 193 1.1192339658737183
1 194 0.9075222015380859
1 195 1.039888620376587
1 196 1.0525981187820435
2 1 0.7896772623062134
2 2 0.8689110279083252
2 3 0.8931955695152283
2 4 0.8531206250190735
2 5 0.8595994114875793
2 6 0.8641308546066284
2 7 0.7950000762939453
2 8 0.9321234226226807
2 9 0.8695535659790039
2 10 0.8687289953231812
2 11 0.9117980599403381
2 12 0.8636640906333923
2 13 0.7971178293228149
2 14 0.9383991956710815
2 15 0.9949010610580444
2 16 0.7252984046936035
2 17 0.8516348600387573
2 18 0.8081292510032654
2 19 0.817609965801239
2 20 0.8255336880683899
2 21 0.8895905613899231
2 22 0.9637913703918457
2 23 0.8174682855606079
2 24 0.7905023097991943
2 25 0.6740683317184448
2 26 0.8705812096595764
2 27 0.8924829363822937
2 28 0.7960453629493713
2 29 0.9412074089050293
2 30 0.830575168132782
2 31 0.9979016780853271
2 32 0.7509697079658508
2 33 0.9004930257797241
2 34 0.7996182441711426
2 35 0.7144630551338196
2 36 0.9038698673248291
2 37 0.7926190495491028
2 38 0.8007200956344604
2 39 0.9279038310050964
2 40 0.7645851969718933
2 41 0.9151442050933838
2 42 0.8557309508323669
2 43 0.8930224180221558
2 44 0.7087000012397766
2 45 0.9099261164665222
2 46 0.9088191390037537
2 47 0.8138408064842224
2 48 0.7763024568557739
2 49 0.9017789363861084
2 50 0.684192419052124
2 51 0.8868958353996277
2 52 0.8576187491416931
2 53 0.678356409072876
2 54 0.8345947861671448
2 55 0.8336215615272522
2 56 0.788841962814331
2 57 0.7139275670051575
2 58 0.9741631746292114
2 59 0.7719622254371643
2 60 0.8230316042900085
2 61 0.9023256897926331
2 62 0.870683491230011
2 63 1.0381568670272827
2 64 0.8485013842582703
2 65 0.6423129439353943
2 66 0.7547290325164795
2 67 0.8445394039154053
2 68 0.9480482935905457
2 69 0.8260611891746521
2 70 0.936040461063385
2 71 0.7623808979988098
2 72 0.8618557453155518
2 73 0.8462917804718018
2 74 0.8990761637687683
2 75 0.8833140730857849
2 76 0.6943349242210388
2 77 0.761825442314148
2 78 0.6984865069389343
2 79 0.813808023929596
2 80 0.9931833148002625
2 81 0.8465593457221985
2 82 0.7938562035560608
2 83 0.7767863869667053
2 84 0.7582495808601379
2 85 0.8111721873283386
2 86 0.932555079460144
2 87 0.7854945063591003
2 88 0.8748877048492432
2 89 0.9460188746452332
2 90 0.8108920454978943
2 91 1.0801912546157837
2 92 0.7584363222122192
2 93 0.6210728883743286
2 94 0.7547647356987
2 95 0.9001335501670837
2 96 0.9373943209648132
2 97 0.7314321398735046
2 98 0.8376153111457825
2 99 0.7984237670898438
2 100 0.8492627739906311
2 101 0.6859546899795532
2 102 0.9821751713752747
2 103 0.7487424612045288
2 104 0.9808071851730347
2 105 0.7371059060096741
2 106 0.7225846648216248
2 107 0.6735518574714661
2 108 0.62177574634552
2 109 0.7886945605278015
2 110 0.9303048849105835
2 111 0.7701189517974854
2 112 0.7744423747062683
2 113 0.8888829350471497
2 114 0.773169994354248
2 115 0.7348752021789551
2 116 0.7735385894775391
2 117 0.8386132717132568
2 118 0.6025103330612183
2 119 0.9342198371887207
2 120 0.7084084153175354
2 121 0.6797300577163696
2 122 0.8656378984451294
2 123 0.7965345978736877
2 124 0.7671177387237549
2 125 0.8669049143791199
2 126 0.7730708122253418
2 127 0.7764032483100891
2 128 0.8869056701660156
2 129 0.6720402240753174
2 130 0.7453387975692749
2 131 0.7197301387786865
2 132 0.7351325750350952
2 133 0.6226598024368286
2 134 0.5767122507095337
2 135 0.7344361543655396
2 136 0.7572037577629089
2 137 0.8794466853141785
2 138 0.8382355570793152
2 139 0.7163341641426086
2 140 0.7008452415466309
2 141 0.7871533036231995
2 142 0.8438544869422913
2 143 0.825188934803009
2 144 0.7917219996452332
2 145 0.7522332072257996
2 146 0.705535888671875
2 147 0.7789946794509888
2 148 0.753797173500061
2 149 0.7950769066810608
2 150 0.857288122177124
2 151 0.7177437543869019
2 152 0.8909538984298706
2 153 0.743512749671936
2 154 0.9704186320304871
2 155 0.6043273210525513
2 156 0.7605614066123962
2 157 0.7632419466972351
2 158 0.7149052619934082
2 159 0.8506617546081543
2 160 0.6295509934425354
2 161 0.9321750402450562
2 162 0.9100671410560608
2 163 0.736115038394928
2 164 0.7753493189811707
2 165 0.7714027762413025
2 166 0.9048954844474792
2 167 0.8406344056129456
2 168 0.7344533205032349
2 169 0.8802632689476013
2 170 0.7515071034431458
2 171 0.7908799052238464
2 172 0.7127010226249695
2 173 0.6693326234817505
2 174 0.8412619233131409
2 175 0.8573498725891113
2 176 0.9005708694458008
2 177 0.6931507587432861
2 178 0.8763893842697144
2 179 0.6630232930183411
2 180 0.8129380345344543
2 181 0.8461083173751831
2 182 0.7872450947761536
2 183 0.7431175708770752
2 184 0.9308740496635437
2 185 0.8585519194602966
2 186 0.7459783554077148
2 187 0.7373349070549011
2 188 0.7593451142311096
2 189 0.8546934723854065
2 190 0.7730460166931152
2 191 0.648593008518219
2 192 0.7106895446777344
2 193 0.8417263627052307
2 194 0.7258606553077698
2 195 0.6408525109291077
2 196 0.83039391040802
3 1 0.5100517272949219
3 2 0.5776492953300476
3 3 0.38572371006011963
3 4 0.6273292899131775
3 5 0.5864652991294861
